 node_name1, node_name2, node_name3, node_name4, node_name5, node_name6, node_name7, meter_id, description, make, manufacturer, type, Serial Number, model, yard_number, Building_No, Floor, Room_No, Meter_Description, Latitude, Longitude
 Neelsie PV Roof, -, -, -, -, -, -,10440, Neelsie PV Roof, Elster, Kocos, A1140,58108351, -,1,1,3, -, Neelsie PV Roof, -33.932359, 18.865194
