Number of DTs,Number of Campuses,Number of Precincts,Number of Buildings,Number of Data Points,Total Time Taken,DT Response Time Taken,Visualisation Time Taken,Total RAM Usage (MB),Total RAM Usage (%),CPU Usage (%)
1,0,0,1,21,4802,4798,3,2361,3.61844635,10.73069382
1,0,0,1,22,5051,5047,3,2368,3.629174471,12.28770256
1,0,0,1,23,5471,5466,4,2369,3.630707026,13.30971432
1,0,0,1,24,5271,5267,4,2365,3.624576569,11.48841858
1,0,0,1,25,4911,4906,4,2369,3.630707026,10.74615192
1,0,0,1,26,5586,5582,4,2377,3.642967701,11.09397602
1,0,0,1,27,5611,5607,4,2370,3.63223958,10.90334034
1,0,0,1,28,6099,6094,4,2380,3.647565365,10.3778019
1,0,0,1,29,6333,6328,4,2374,3.638370037,9.279630661
1,0,0,1,30,5853,5848,5,2391,3.664423943,9.964186668
1,0,0,1,1,2478,2477,1,2386,3.656760931,11.33393669
1,0,0,1,2,3857,3856,0,2386,3.656760931,11.16973877
1,0,0,1,3,3453,3452,0,2387,3.658293724,16.5062294
1,0,0,1,4,3655,3654,0,2387,3.658293724,14.00163364
1,0,0,1,5,2711,2710,1,2390,3.662891388,12.67178631
1,0,0,1,6,3058,3057,1,2393,3.667489052,8.101459503
1,0,0,1,7,3450,3449,1,2401,3.679749966,9.519745827
1,0,0,1,8,3246,3244,1,2400,3.678217173,11.75008297
1,0,0,1,9,3280,3279,1,2400,3.678217173,12.10690212
1,0,0,1,10,3747,3745,1,2401,3.679749966,11.03022003
1,0,0,1,11,3485,3483,2,2399,3.676684618,12.87685966
1,0,0,1,12,3053,3051,2,2399,3.676684618,10.51006794
1,0,0,1,13,3584,3582,2,2407,3.688945532,14.7736187
1,0,0,1,14,3860,3857,2,2408,3.690478086,13.32346058
1,0,0,1,15,4102,4099,2,2402,3.68128252,12.31422234
1,0,0,1,16,4101,4098,2,2403,3.682815075,11.22447586
1,0,0,1,17,4620,4617,3,2406,3.687412739,12.43816757
1,0,0,1,18,5040,5034,6,2406,3.687412739,13.05933285
1,0,0,1,19,4517,4513,3,2410,3.693543196,13.92990971
1,0,0,1,20,4733,4729,3,2412,3.696608305,11.72397709
1,0,0,1,21,4808,4804,3,2411,3.69507575,10.73030281
1,0,0,1,22,4866,4862,3,2414,3.699673653,11.42673779
1,0,0,1,23,5375,5370,4,2417,3.704271317,9.971270561
1,0,0,1,24,4947,4943,4,2423,3.713466883,10.80654621
1,0,0,1,25,5720,5716,4,2420,3.708869219,13.81301689
1,0,0,1,26,5881,5877,4,2422,3.711934328,11.81349468
1,0,0,1,27,6041,6037,4,2422,3.711934328,11.49714851
1,0,0,1,28,6205,6201,4,2431,3.725727558,10.49464321
1,0,0,1,29,6388,6384,4,2426,3.718064547,11.28677654
1,0,0,1,30,5959,5954,4,2442,3.742586136,11.28423595
1,0,0,1,1,2457,2456,1,2403,3.682815075,13.23273373
1,0,0,1,2,2308,2308,0,2403,3.682815075,11.90385723
1,0,0,1,3,2682,2681,0,2404,3.68434763,10.17587185
1,0,0,1,4,2767,2767,0,2407,3.688945532,10.77298355
1,0,0,1,5,2802,2801,1,2407,3.688945532,14.09874439
1,0,0,1,6,3861,3860,1,2409,3.692010641,10.30178642
1,0,0,1,7,2695,2694,1,2411,3.69507575,10.47053432
1,0,0,1,8,3391,3390,1,2411,3.69507575,10.59579182
1,0,0,1,9,3883,3882,1,2411,3.69507575,10.64945221
1,0,0,1,10,3161,3158,2,2419,3.707336426,12.06953049
1,0,0,1,11,3742,3740,2,2423,3.713466883,10.69570065
1,0,0,1,12,3374,3372,2,2421,3.710401773,11.53135109
1,0,0,1,13,3521,3519,2,2423,3.713466883,10.53918934
1,0,0,1,14,4090,4087,2,2425,3.716531992,12.09586716
1,0,0,1,15,4208,4205,2,2417,3.704271317,11.46477127
