Number of DTs,Number of Campuses,Number of Precincts,Number of Buildings,Number of Data Points,Total Time Taken,DT Response Time Taken,Visualisation Time Taken,Unity RAM Usage (MB),DTs RAM Usage (MB),Services RAM Usage (MB),Total RAM Usage (MB),Unity RAM Usage (%),DTs RAM Usage (%),Services RAM Usage (%),Total RAM Usage (%),DTs CPU Usage (%),Services CPU Usage (%),Unity CPU Usage (%),Total CPU Usage (%)
1,0,0,1,27,60,33,26,3628,42.15625,149.96875,3820.125,5.560238361,0.064608268,0.229840681,5.854687214,0,0,14.12330437,14.12330437
1,0,0,1,27,62,34,27,3606,42.15234375,150.0039063,3798.15625,5.526521683,0.064602286,0.229894564,5.821018696,0,0,16.95533752,16.95533752
1,0,0,1,28,63,34,28,3617,42.1484375,149.9726563,3809.121094,5.543379784,0.064596295,0.229846671,5.837822914,0,0,13.62204266,13.62204266
1,0,0,1,28,70,42,28,3620,42.15625,150.0117188,3812.167969,5.547977924,0.064608268,0.229906544,5.84249258,0,0,15.76903915,15.76903915
1,0,0,1,29,70,41,29,3628,42.15625,149.9765625,3820.132813,5.560238361,0.064608268,0.229852661,5.854699135,0,0,14.48450279,14.48450279
1,0,0,1,29,71,43,27,3630,42.14453125,150.03125,3822.175781,5.563303471,0.064590313,0.229936481,5.857830048,0,0,15.01825619,15.01825619
1,0,0,1,30,64,35,28,3682,42.15234375,149.9726563,3874.125,5.642998219,0.064602286,0.229846671,5.937447071,0,0,13.68062496,13.68062496
1,0,0,1,30,62,34,28,3670,42.16015625,150.0546875,3862.214844,5.624607086,0.064614259,0.229972392,5.919193745,0,0,16.4120636,16.4120636
1,0,0,1,1,56,34,21,3013,41.81640625,147.6171875,3202.433594,4.617695332,0.064087428,0.226236701,4.908019543,0,0,15.78733158,15.78733158
1,0,0,1,2,53,33,20,3008,41.82421875,147.1640625,3196.988281,4.610032558,0.064099401,0.225542247,4.899674416,0,0,15.73309326,15.73309326
1,0,0,1,3,57,33,23,3017,41.84375,147.140625,3205.984375,4.62382555,0.064129338,0.225506335,4.913461208,0,0,15.70657349,15.70657349
1,0,0,1,4,55,32,22,3042,41.90234375,147.1523438,3231.054688,4.662140369,0.064219132,0.225524291,4.951883793,0,0,16.23387527,16.23387527
1,0,0,1,5,54,33,21,2974,41.88671875,147.1796875,3163.066406,4.557924271,0.064195186,0.225566193,4.847685814,0,0,14.32143879,14.32143879
1,0,0,1,6,56,34,22,2983,41.9375,147.1445313,3172.082031,4.571717739,0.064273015,0.225512311,4.861503124,0,0,13.83774281,13.83774281
1,0,0,1,7,55,33,21,3060,41.91796875,147.2070313,3249.125,4.68972683,0.064243086,0.22560811,4.979578018,0,0,14.27806759,14.27806759
1,0,0,1,8,57,33,23,3067,41.92578125,147.203125,3256.128906,4.700455189,0.064255059,0.22560212,4.990312576,0,0,16.53637505,16.53637505
1,0,0,1,9,54,32,21,3123,41.94140625,147.203125,3312.144531,4.786280155,0.064279005,0.22560212,5.076161385,0,0,15.34703636,15.34703636
1,0,0,1,10,57,34,23,3144,41.93359375,147.203125,3333.136719,4.818464756,0.064267032,0.22560212,5.108334064,0,0,12.63466167,12.63466167
1,0,0,1,11,57,34,23,3157,42.32421875,144.5273438,3343.851563,4.838388443,0.064865701,0.221501246,5.124755383,0,0,14.55521393,14.55521393
1,0,0,1,12,56,34,22,3060,42.32421875,144.5625,3246.886719,4.68972683,0.064865701,0.221555114,4.976147652,0,0,14.13319588,14.13319588
1,0,0,1,13,58,34,23,3139,42.328125,144.5664063,3325.894531,4.810801506,0.064871684,0.221561104,5.097234249,0,0,15.30933952,15.30933952
1,0,0,1,14,57,33,23,3149,42.3828125,144.921875,3336.304688,4.826127529,0.064955495,0.222105891,5.113188744,0,0,13.82644939,13.82644939
1,0,0,1,15,58,35,23,3201,42.34765625,144.8710938,3388.21875,4.905822277,0.06490162,0.222028062,5.192751884,0,0,17.3269062,17.3269062
1,0,0,1,16,57,33,23,3188,42.3515625,144.90625,3375.257813,4.88589859,0.064907603,0.222081944,5.172888279,0,0,15.29941273,15.29941273
1,0,0,1,17,59,33,26,3177,42.35546875,144.9375,3364.292969,4.869040012,0.064913593,0.222129837,5.156083584,0,0,13.89073467,13.89073467
1,0,0,1,18,59,35,24,3171,42.34765625,144.875,3358.222656,4.859844685,0.06490162,0.222034052,5.146780491,0,0,13.2042942,13.2042942
1,0,0,1,19,57,32,24,3213,42.43359375,144.8789063,3400.3125,4.924213409,0.065033324,0.222040042,5.211286545,0,0,15.11509132,15.11509132
1,0,0,1,20,60,36,24,3223,42.44140625,144.8164063,3410.257813,4.939539433,0.065045297,0.221944258,5.226529121,0,0,14.9634676,14.9634676
1,0,0,1,21,60,34,25,3181,42.44140625,144.90625,3368.347656,4.875170708,0.065045297,0.222081944,5.162297726,0,0,12.63598251,12.63598251
1,0,0,1,22,62,34,27,3148,42.43359375,145,3335.433594,4.824594975,0.065033324,0.222225621,5.111854076,0,0,14.40452671,14.40452671
1,0,0,1,23,58,33,25,3248,42.44140625,144.921875,3435.363281,4.977854252,0.065045297,0.222105891,5.265005589,0,0,14.47708893,14.47708893
1,0,0,1,24,64,35,29,3263,42.4375,144.9101563,3450.347656,5.000843048,0.065039314,0.222087935,5.287970066,0,0,13.99032307,13.99032307
1,0,0,1,25,68,36,31,3227,42.53515625,144.8984375,3414.433594,4.945669651,0.065188982,0.222069979,5.232928753,0,0,13.68153858,13.68153858
1,0,0,1,26,62,35,26,3238,42.53125,144.9492188,3425.480469,4.962528229,0.065182991,0.222147807,5.249858856,0,0,15.72072029,15.72072029
1,0,0,1,27,77,47,29,3245,42.53515625,144.9570313,3432.492188,4.973256111,0.065188982,0.222159773,5.260604858,0,0,14.61993408,14.61993408
1,0,0,1,28,64,35,29,3270,42.53515625,144.9492188,3457.484375,5.01157093,0.065188982,0.222147807,5.298907757,0,0,14.01922226,14.01922226
1,0,0,1,29,75,47,28,3271,42.51953125,145.015625,3458.535156,5.013103485,0.065165028,0.222249568,5.300518036,0,0,13.92316055,13.92316055
1,0,0,1,30,60,33,26,3280,42.62109375,144.9726563,3467.59375,5.026896954,0.065320686,0.222183719,5.31440115,0,0,13.8663826,13.8663826
