Number of DTs,Number of Campuses,Number of Precincts,Number of Buildings,Number of Data Points,Total Time Taken,DT Response Time Taken,Visualisation Time Taken,Total RAM Usage (MB),Total RAM Usage (%),CPU Usage (%)
4,1,1,2,5,4780,4777,3,2491,3.81768298149109,9.63755321502686
4,1,1,2,6,5784,5780,4,2504,3.83760666847229,9.74796009063721
4,1,1,2,7,5620,5615,4,2506,3.84067177772522,9.56226444244385
4,1,1,2,8,6284,6279,5,2505,3.83913922309875,10.7066926956177
4,1,1,2,9,6268,6262,5,2502,3.83454155921936,11.7529001235962
4,1,1,2,10,5814,5807,6,2502,3.83454155921936,9.79162406921387
4,1,1,2,11,6480,6473,7,2510,3.84680223464966,10.5329446792603
4,1,1,2,12,7143,7135,7,2510,3.84680223464966,9.59325122833252
4,1,1,2,13,7634,7626,8,2506,3.84067177772522,10.7728633880615
4,1,1,2,14,7328,7319,9,2514,3.8529326915741,13.2450132369995
4,1,1,2,15,7489,7479,9,2515,3.85446524620056,9.0577917098999
4,1,1,2,16,7597,7587,10,2512,3.84986734390259,12.0545463562012
4,1,1,2,17,7546,7535,11,2525,3.86979103088379,9.21577548980713
4,1,1,2,18,8374,8358,15,2516,3.85599780082703,13.0860643386841
4,1,1,2,19,8554,8542,12,2520,3.86212825775146,11.3557319641113
4,1,1,2,20,8673,8660,12,2521,3.86366081237793,12.6229028701782
4,1,1,2,21,9372,9358,13,2515,3.85446524620056,9.94782257080078
4,1,1,2,22,8839,8825,14,2519,3.86059546470642,9.96420383453369
4,1,1,2,23,9678,9663,15,2528,3.87438893318176,8.69142818450928
4,1,1,2,24,9050,9034,15,2535,3.8851170539856,11.8673810958862
4,1,1,2,25,9828,9811,16,2527,3.8728563785553,12.0924844741821
4,1,1,2,26,9655,9638,16,2544,3.89891028404236,11.3401250839233
4,1,1,2,27,11297,11280,17,2521,3.86366081237793,9.81097030639648
4,1,1,2,28,11134,11115,18,2508,3.84373712539673,15.747444152832
4,1,1,2,29,11067,11047,20,2527,3.8728563785553,10.1226711273193
4,1,1,2,30,11556,11536,20,2519,3.86059546470642,9.67624664306641
5,1,1,3,1,5976,5976,0,2526,3.87132358551025,11.4747037887573
5,1,1,3,2,6420,6418,1,2527,3.8728563785553,11.9072170257568
5,1,1,3,3,6786,6783,2,2535,3.8851170539856,11.339747428894
5,1,1,3,4,6984,6981,3,2536,3.88664960861206,16.8160820007324
5,1,1,3,5,7166,7161,4,2537,3.88818216323853,10.7261476516724
5,1,1,3,6,6891,6886,5,2545,3.90044283866882,16.5433883666992
5,1,1,3,7,7582,7576,5,2545,3.90044283866882,10.2764596939087
5,1,1,3,8,7636,7624,12,2530,3.87745404243469,15.9629850387573
5,1,1,3,9,7769,7761,7,2532,3.88051915168762,10.0603265762329
5,1,1,3,10,8736,8724,11,2535,3.8851170539856,11.2719345092773
5,1,1,3,11,8781,8769,12,2532,3.88051915168762,12.8303499221802
5,1,1,3,12,8952,8942,9,2537,3.88818216323853,15.0916118621826
5,1,1,3,13,8733,8722,11,2536,3.88664960861206,12.1150236129761
5,1,1,3,14,9859,9847,11,2539,3.89124727249146,11.8381185531616
5,1,1,3,15,9942,9930,12,2536,3.88664960861206,13.614387512207
5,1,1,3,16,10040,10028,12,2540,3.8927800655365,11.677960395813
5,1,1,3,17,10917,10902,14,2530,3.87745404243469,11.3330516815186
5,1,1,3,18,10804,10789,14,2537,3.88818216323853,12.3971662521362
5,1,1,3,19,11117,11102,15,2532,3.88051915168762,10.7363204956055
5,1,1,3,20,11537,11519,17,2535,3.8851170539856,11.8110570907593
5,1,1,3,21,11912,11894,17,2532,3.88051915168762,11.4339437484741
5,1,1,3,22,11914,11895,18,2545,3.90044283866882,10.5119962692261
5,1,1,3,23,13000,12980,19,2547,3.90350818634033,12.5904064178467
5,1,1,3,24,12616,12597,19,2537,3.88818216323853,11.0985021591187
5,1,1,3,25,14909,14888,20,2538,3.88971471786499,11.433012008667
5,1,1,3,26,14615,14593,21,2549,3.90657329559326,12.2360153198242
5,1,1,3,27,14165,14142,22,2541,3.89431262016296,12.671688079834
5,1,1,3,28,16367,16344,23,2541,3.89431262016296,12.6199989318848
5,1,1,3,29,16291,16268,23,2541,3.89431262016296,12.6533269882202
5,1,1,3,30,14734,14706,28,2540,3.8927800655365,11.6355295181274
6,1,1,4,1,6309,6307,1,2554,3.91423630714417,12.4640226364136
6,1,1,4,2,6936,6934,2,2555,3.91576886177063,12.2024593353271
6,1,1,4,3,7414,7411,2,2555,3.91576886177063,12.4545068740845
6,1,1,4,4,8284,8276,7,2554,3.91423630714417,10.1354169845581
6,1,1,4,5,8965,8960,4,2551,3.90963840484619,12.8947238922119
6,1,1,4,6,9476,9468,7,2545,3.90044283866882,15.7124996185303
6,1,1,4,7,9524,9517,6,2547,3.90350818634033,10.4919939041138
6,1,1,4,8,10537,10522,14,2539,3.89124727249146,15.3454618453979
6,1,1,4,9,10163,10154,8,2540,3.8927800655365,13.6557121276855
6,1,1,4,10,10851,10841,9,2546,3.90197539329529,11.345139503479
6,1,1,4,11,11288,11277,10,2550,3.90810585021973,10.2159309387207
6,1,1,4,12,11596,11584,12,2539,3.89124727249146,11.507022857666
6,1,1,4,13,11987,11974,12,2535,3.8851170539856,9.67579364776611
6,1,1,4,14,12577,12563,13,2548,3.9050407409668,10.8253126144409
6,1,1,4,15,13401,13386,14,2539,3.89124727249146,12.0376091003418
6,1,1,4,16,12756,12740,16,2549,3.90657329559326,12.9979934692383
6,1,1,4,17,14169,14151,17,2545,3.90044283866882,12.2455606460571
6,1,1,4,18,14100,14082,17,2538,3.88971471786499,16.3416557312012
6,1,1,4,19,15630,15611,19,2542,3.89584517478943,12.0216627120972
6,1,1,4,20,17767,17747,19,2541,3.89431262016296,9.92809867858887
6,1,1,4,21,16715,16694,20,2544,3.89891028404236,13.2007331848145
6,1,1,4,22,17739,17717,22,2538,3.88971471786499,14.0433206558228
6,1,1,4,23,16776,16752,24,2546,3.90197539329529,12.9752321243286
6,1,1,4,24,17788,17764,23,2539,3.89124727249146,12.2397994995117
6,1,1,4,25,17312,17287,24,2542,3.89584517478943,10.3183479309082
6,1,1,4,26,17640,17609,30,2533,3.88205194473267,10.2205152511597
6,1,1,4,27,19368,19341,26,2537,3.88818216323853,12.8156585693359
6,1,1,4,28,19644,19613,31,2541,3.89431262016296,13.0916547775269
6,1,1,4,29,20640,20611,29,2545,3.90044283866882,12.771951675415
6,1,1,4,30,20709,20668,40,2548,3.9050407409668,12.6467599868774
6,1,1,4,1,6812,6811,1,2563,3.92802953720093,9.97290420532227
6,1,1,4,2,7997,7995,2,2564,3.92956209182739,9.02844333648682
6,1,1,4,3,7899,7896,3,2566,3.93262720108032,10.9907178878784
6,1,1,4,4,8800,8792,8,2567,3.93415999412537,11.2835006713867
6,1,1,4,5,8395,8390,4,2564,3.92956209182739,11.1292314529419
6,1,1,4,6,9036,9030,5,2553,3.9127037525177,11.7033138275146
6,1,1,4,7,10158,10151,6,2561,3.924964427948,12.9606008529663
6,1,1,4,8,9409,9401,8,2559,3.92189908027649,10.8078165054321
6,1,1,4,9,10126,10117,8,2563,3.92802953720093,12.0411205291748
6,1,1,4,10,10912,10902,10,2552,3.91117095947266,10.8391885757446
6,1,1,4,11,11444,11434,10,2554,3.91423630714417,10.85560131073
6,1,1,4,12,12010,11998,11,2560,3.92343187332153,10.2359857559204
6,1,1,4,13,11993,11980,12,2562,3.92649698257446,13.2199850082397
6,1,1,4,14,12802,12788,13,2560,3.92343187332153,11.6531915664673
6,1,1,4,15,13390,13367,22,2552,3.91117095947266,12.4587116241455
6,1,1,4,16,13069,13053,15,2571,3.94029021263123,15.5422496795654
6,1,1,4,17,13623,13605,18,2549,3.90657329559326,11.6682243347168
6,1,1,4,18,13694,13673,21,2558,3.92036652565002,14.5381870269775
6,1,1,4,19,14677,14658,18,2550,3.90810585021973,11.6158885955811
6,1,1,4,20,14776,14757,19,2553,3.9127037525177,12.3903751373291
6,1,1,4,21,15458,15438,20,2552,3.91117095947266,12.1800289154053
6,1,1,4,22,16825,16803,21,2561,3.924964427948,10.1633367538452
6,1,1,4,23,16243,16219,23,2563,3.92802953720093,12.5992956161499
6,1,1,4,24,18093,18069,23,2555,3.91576886177063,12.9793348312378
6,1,1,4,25,17788,17761,27,2559,3.92189908027649,11.2837858200073
6,1,1,4,26,19246,19220,25,2564,3.92956209182739,12.0733098983765
6,1,1,4,27,17657,17630,27,2546,3.90197539329529,10.9278917312622
6,1,1,4,28,19248,19219,28,2558,3.92036652565002,12.0549163818359
6,1,1,4,29,20389,20360,28,2554,3.91423630714417,12.9151182174683
6,1,1,4,30,20376,20345,30,2558,3.92036652565002,12.4835510253906
7,1,2,4,1,8987,8986,1,2570,3.93875765800476,11.9036693572998
7,1,2,4,2,10025,10023,2,2571,3.94029021263123,11.0932807922363
7,1,2,4,3,9455,9452,3,2571,3.94029021263123,12.9743499755859
7,1,2,4,4,9961,9956,4,2569,3.9372251033783,10.8797225952148
7,1,2,4,5,10469,10463,5,2555,3.91576886177063,12.6484527587891
7,1,2,4,6,11391,11384,6,2561,3.924964427948,13.9929008483887
7,1,2,4,7,11472,11464,7,2565,3.93109464645386,11.8367300033569
7,1,2,4,8,12162,12153,9,2562,3.92649698257446,11.7042264938354
7,1,2,4,9,12298,12287,10,2553,3.9127037525177,13.6447591781616
7,1,2,4,10,12761,12749,11,2560,3.92343187332153,13.7966003417969
7,1,2,4,11,14202,14189,12,2561,3.924964427948,19.4171676635742
7,1,2,4,12,14442,14429,13,2561,3.924964427948,12.2020902633667
7,1,2,4,13,15428,15413,14,2557,3.91883397102356,15.1836605072021
7,1,2,4,14,15377,15360,16,2561,3.924964427948,11.4327192306519
7,1,2,4,15,15955,15938,17,2558,3.92036652565002,11.6077566146851
7,1,2,4,16,17322,17303,18,2559,3.92189908027649,11.6730470657349
7,1,2,4,17,17124,17105,19,2558,3.92036652565002,9.7235221862793
7,1,2,4,18,17828,17807,20,2540,3.8927800655365,13.0774574279785
7,1,2,4,19,17798,17776,22,2550,3.90810585021973,12.0827150344849
7,1,2,4,20,18121,18097,23,2547,3.90350818634033,11.2371559143066
7,1,2,4,21,18835,18811,23,2559,3.92189908027649,11.6587982177734
7,1,2,4,22,19434,19408,25,2550,3.90810585021973,14.188117980957
7,1,2,4,23,20075,20048,26,2556,3.91730141639709,11.2906627655029
7,1,2,4,24,20637,20609,28,2560,3.92343187332153,11.9253129959106
