Number of DTs,Number of Campuses,Number of Precincts,Number of Buildings,Number of Data Points,Total Time Taken,DT Response Time Taken,Visualisation Time Taken,Total RAM Usage (MB),Total RAM Usage (%),CPU Usage (%)
17,1,4,12,6,26803,26790,13,2505,3.83913922309875,13.6323719024658
17,1,4,12,7,27267,27253,14,2514,3.8529326915741,12.1194725036621
17,1,4,12,8,28525,28509,16,2519,3.86059546470642,10.4885711669922
17,1,4,12,9,29292,29274,17,2524,3.86825847625732,10.2162761688232
17,1,4,12,10,32761,32741,20,2533,3.88205194473267,10.3548421859741
17,1,4,12,11,34361,34339,22,2541,3.89431262016296,11.6709747314453
17,1,4,12,12,34666,34641,25,2539,3.89124727249146,11.678053855896
17,1,4,12,13,35809,35771,38,2552,3.91117095947266,10.2158145904541
17,1,4,12,14,38698,38669,28,2557,3.91883397102356,10.6349973678589
17,1,4,12,15,41365,41335,30,2557,3.91883397102356,12.2516279220581
17,1,4,12,16,41815,41768,46,2574,3.9448881149292,11.1179809570313
17,1,4,12,17,44858,44824,34,2576,3.94795322418213,11.1117830276489
17,1,4,12,18,46137,46087,49,2574,3.9448881149292,12.9705514907837
17,1,4,12,19,46151,46112,39,2584,3.96021389961243,15.4575080871582
17,1,4,12,20,49359,49301,58,2570,3.93875765800476,10.0469675064087
17,1,4,12,21,49932,49887,44,2590,3.96940946578979,12.0088119506836
17,1,4,12,22,53709,53661,47,2577,3.94948577880859,13.4085998535156
17,1,4,12,23,54746,54698,48,2597,3.98013758659363,14.9595994949341
17,1,4,12,24,56915,56865,49,2583,3.95868134498596,10.2957038879395
17,1,4,12,25,58744,58676,68,2597,3.98013758659363,10.922287940979
17,1,4,12,26,58682,58625,56,2581,3.95561623573303,12.2480230331421
17,1,4,12,27,58583,58526,57,2601,3.98626804351807,11.4971332550049
17,1,4,12,28,61105,61028,77,2595,3.9770724773407,12.261251449585
17,1,4,12,29,62434,62372,62,2566,3.93262720108032,12.5850811004639
17,1,4,12,30,67510,67445,65,2569,3.9372251033783,12.2695064544678
18,1,4,13,1,19306,19302,3,2493,3.8207483291626,13.0859594345093
18,1,4,13,2,21191,21186,4,2499,3.82994365692139,10.7686195373535
18,1,4,13,3,22245,22238,6,2499,3.82994365692139,10.8986253738403
18,1,4,13,4,23875,23866,8,2501,3.8330090045929,12.0435466766357
18,1,4,13,5,25160,25142,17,2510,3.84680223464966,11.633734703064
18,1,4,13,6,25828,25814,13,2509,3.84526968002319,12.1672105789185
18,1,4,13,7,27249,27234,15,2514,3.8529326915741,12.6061220169067
18,1,4,13,8,28064,28048,16,2521,3.86366081237793,12.8360376358032
18,1,4,13,9,32577,32557,19,2533,3.88205194473267,11.5423622131348
18,1,4,13,10,30466,30437,28,2544,3.89891028404236,11.8973016738892
18,1,4,13,11,36837,36805,31,2545,3.90044283866882,10.1232252120972
18,1,4,13,12,31138,31113,25,2549,3.90657329559326,11.8756103515625
18,1,4,13,13,36919,36890,29,2561,3.924964427948,13.7965068817139
18,1,4,13,14,36904,36874,30,2578,3.95101833343506,12.2396020889282
18,1,4,13,15,37665,37631,33,2573,3.94335556030273,11.055079460144
18,1,4,13,16,39987,39952,34,2586,3.96327924728394,11.9686164855957
18,1,4,13,17,41253,41207,46,2591,3.97094202041626,10.4705381393433
18,1,4,13,18,42449,42408,40,2589,3.96787691116333,10.6990690231323
18,1,4,13,19,44196,44152,44,2596,3.97860503196716,12.7971391677856
18,1,4,13,20,46479,46433,46,2604,3.99086570739746,17.785493850708
18,1,4,13,21,46815,46768,46,2598,3.98167014122009,17.2170925140381
18,1,4,13,22,48559,48511,48,2599,3.98320269584656,10.5864295959473
18,1,4,13,23,49425,49364,60,2604,3.99086570739746,11.9542636871338
18,1,4,13,24,53190,53136,54,2598,3.98167014122009,10.6221837997437
18,1,4,13,25,53600,53534,65,2600,3.9847354888916,10.3981828689575
18,1,4,13,26,54283,54222,60,2608,3.9969961643219,11.6616449356079
18,1,4,13,27,57497,57434,62,2598,3.98167014122009,11.2680654525757
18,1,4,13,28,60355,60290,64,2608,3.9969961643219,11.8581628799438
18,1,4,13,29,61114,61030,84,2589,3.96787691116333,9.15369606018066
18,1,4,13,30,62358,62289,69,2591,3.97094202041626,18.1039581298828
3,1,1,1,1,2434,2434,0,2364,3.62304401397705,10.3316583633423
3,1,1,1,2,3262,3262,0,2364,3.62304401397705,10.9034090042114
3,1,1,1,3,3475,3474,0,2367,3.62764191627502,11.8913736343384
3,1,1,1,4,2929,2928,0,2368,3.62917447090149,12.2687110900879
3,1,1,1,5,2725,2724,1,2368,3.62917447090149,5.79393625259399
3,1,1,1,6,2692,2690,1,2368,3.62917447090149,12.6716432571411
3,1,1,1,7,2771,2769,1,2366,3.62610912322998,9.52042675018311
3,1,1,1,8,3079,3077,1,2370,3.63223958015442,9.79160022735596
3,1,1,1,9,3238,3234,4,2369,3.63070702552795,11.2682800292969
3,1,1,1,10,3401,3399,1,2373,3.63683724403381,9.40774822235107
3,1,1,1,11,3257,3255,1,2380,3.64756536483765,13.3028144836426
3,1,1,1,12,3557,3555,2,2386,3.65676093101501,12.2753534317017
3,1,1,1,13,4045,4043,2,2383,3.65216326713562,10.1831750869751
3,1,1,1,14,3750,3747,2,2376,3.64143514633179,13.0554275512695
3,1,1,1,15,4029,4026,2,2376,3.64143514633179,11.6806869506836
3,1,1,1,16,4014,4012,2,2385,3.65522837638855,10.6344289779663
3,1,1,1,17,4238,4235,2,2386,3.65676093101501,9.83334541320801
3,1,1,1,18,4464,4461,3,2383,3.65216326713562,10.896915435791
3,1,1,1,19,4837,4833,3,2384,3.65369582176209,14.2105178833008
3,1,1,1,20,5281,5277,3,2405,3.68588018417358,14.6793994903564
3,1,1,1,21,5040,5036,3,2402,3.68128252029419,10.8903350830078
3,1,1,1,22,5106,5102,3,2385,3.65522837638855,13.6148052215576
3,1,1,1,23,5573,5569,4,2382,3.65063071250916,12.0934019088745
3,1,1,1,24,4859,4855,3,2391,3.66442394256592,12.3382263183594
3,1,1,1,25,5622,5618,4,2394,3.66902184486389,8.83751392364502
3,1,1,1,26,5459,5455,4,2387,3.65829372406006,9.49076080322266
3,1,1,1,27,6005,6000,4,2395,3.67055439949036,10.9239101409912
3,1,1,1,28,5463,5458,4,2396,3.67208695411682,11.6930561065674
3,1,1,1,29,6305,6300,4,2401,3.67974996566772,12.4303827285767
3,1,1,1,30,5674,5669,5,2396,3.67208695411682,12.9666271209717
4,1,1,2,1,4145,4145,0,2417,3.70427131652832,10.2185945510864
4,1,1,2,2,4230,4229,1,2417,3.70427131652832,11.463306427002
4,1,1,2,3,4855,4854,1,2418,3.70580387115479,12.483775138855
4,1,1,2,4,5226,5224,1,2424,3.71499943733215,10.7940492630005
4,1,1,2,5,4971,4969,1,2423,3.71346688270569,11.6800260543823
4,1,1,2,6,5307,5300,6,2416,3.70273876190186,10.5182332992554
4,1,1,2,7,6093,6091,2,2418,3.70580387115479,10.42906665802
4,1,1,2,8,6462,6459,2,2419,3.70733642578125,11.693377494812
4,1,1,2,9,6440,6437,3,2429,3.72266244888306,11.2779445648193
4,1,1,2,10,6012,6009,3,2428,3.72112989425659,11.3722925186157
4,1,1,2,11,7010,7006,3,2435,3.73185801506042,11.9270439147949
4,1,1,2,12,6617,6613,3,2434,3.73032546043396,10.5466623306274
4,1,1,2,13,7007,7002,4,2434,3.73032546043396,10.7008304595947
4,1,1,2,14,7658,7654,4,2441,3.74105358123779,10.4496574401855
4,1,1,2,15,7674,7669,4,2435,3.73185801506042,12.6468601226807
4,1,1,2,16,7935,7926,8,2443,3.74411869049072,12.8966093063354
4,1,1,2,17,8611,8605,5,2450,3.75484681129456,12.9418182373047
4,1,1,2,18,8628,8622,5,2452,3.75791192054749,11.1230010986328
4,1,1,2,19,8953,8947,6,2458,3.76710748672485,12.8890066146851
4,1,1,2,20,8834,8828,6,2462,3.77323794364929,10.6504735946655
4,1,1,2,21,8976,8969,6,2447,3.75024914741516,9.80142688751221
4,1,1,2,22,9707,9700,7,2442,3.74258613586426,11.5119609832764
4,1,1,2,23,9910,9902,7,2464,3.77630305290222,13.8502807617188
4,1,1,2,24,9909,9901,7,2453,3.75944447517395,15.2999076843262
4,1,1,2,25,9841,9832,8,2472,3.78856372833252,11.2879428863525
4,1,1,2,26,10828,10819,8,2482,3.80388975143433,10.7064399719238
4,1,1,2,27,11063,11054,8,2454,3.76097726821899,16.8027648925781
4,1,1,2,28,11254,11245,9,2463,3.77477049827576,11.6890544891357
4,1,1,2,29,11308,11298,9,2456,3.76404237747192,10.7558002471924
4,1,1,2,30,11492,11482,9,2459,3.76864004135132,11.1114826202393
5,1,1,3,1,5567,5567,0,2433,3.72879266738892,9.75354957580566
5,1,1,3,2,5763,5762,1,2434,3.73032546043396,12.6970262527466
5,1,1,3,3,6119,6118,1,2443,3.74411869049072,12.8053779602051
5,1,1,3,4,6623,6618,4,2443,3.74411869049072,10.5748615264893
5,1,1,3,5,7363,7359,4,2443,3.74411869049072,10.0034608840942
5,1,1,3,6,7132,7129,3,2444,3.74565124511719,5.75989723205566
5,1,1,3,7,7241,7238,3,2444,3.74565124511719,13.3793878555298
5,1,1,3,8,7938,7934,3,2448,3.75178170204163,12.8607091903687
5,1,1,3,9,8170,8166,4,2449,3.75331425666809,11.0256385803223
5,1,1,3,10,8833,8828,5,2449,3.75331425666809,13.6996765136719
5,1,1,3,11,9331,9326,5,2449,3.75331425666809,11.3476819992065
5,1,1,3,12,9208,9202,6,2461,3.77170538902283,11.5108404159546
5,1,1,3,13,10224,10217,6,2467,3.7809009552002,10.2765951156616
5,1,1,3,14,9989,9982,7,2459,3.76864004135132,13.9257459640503
5,1,1,3,15,9954,9946,7,2458,3.76710748672485,12.7077150344849
5,1,1,3,16,10650,10642,7,2465,3.77783560752869,10.3586397171021
5,1,1,3,17,11595,11582,13,2465,3.77783560752869,12.2878093719482
5,1,1,3,18,11281,11272,8,2474,3.79162907600403,13.6112422943115
5,1,1,3,19,11755,11745,9,2474,3.79162907600403,12.1434297561646
5,1,1,3,20,11616,11606,10,2482,3.80388975143433,11.8805227279663
5,1,1,3,21,12404,12393,10,2486,3.81001996994019,17.4034881591797
5,1,1,3,22,12954,12944,10,2483,3.80542230606079,10.2157955169678
5,1,1,3,23,13526,13515,11,2490,3.81615042686462,11.283579826355
5,1,1,3,24,14635,14623,12,2490,3.81615042686462,10.900562286377
5,1,1,3,25,13852,13839,12,2495,3.82381343841553,16.4061241149902
5,1,1,3,26,14385,14373,12,2473,3.79009628295898,11.2017135620117
5,1,1,3,27,15711,15697,13,2502,3.83454155921936,11.2684049606323
5,1,1,3,28,15055,15041,13,2502,3.83454155921936,12.4215993881226
5,1,1,3,29,14898,14884,14,2494,3.82228088378906,10.8154249191284
5,1,1,3,30,15731,15716,14,2482,3.80388975143433,10.8367900848389
3,1,1,1,1,1932,1931,1,2587,3.9648118019104,12.2922782897949
3,1,1,1,2,1925,1924,0,2567,3.93415999412537,11.0090618133545
3,1,1,1,3,2289,2289,0,2425,3.71653199195862,10.3871994018555
3,1,1,1,4,2395,2395,0,2424,3.71499943733215,11.2568979263306
3,1,1,1,5,2584,2583,1,2426,3.71806454658508,11.4615888595581
3,1,1,1,6,3166,3165,1,2429,3.72266244888306,10.1694192886353
3,1,1,1,7,3219,3217,1,2433,3.72879266738892,12.4647970199585
3,1,1,1,8,2825,2824,1,2432,3.72726011276245,13.2555847167969
3,1,1,1,9,2916,2914,1,2431,3.72572755813599,10.917854309082
3,1,1,1,10,3274,3272,1,2434,3.73032546043396,11.4968013763428
3,1,1,1,11,4242,4240,2,2444,3.74565124511719,9.75350475311279
3,1,1,1,12,4399,4397,2,2440,3.73952102661133,12.0917139053345
3,1,1,1,13,3760,3758,2,2445,3.74718379974365,11.7266912460327
3,1,1,1,14,3865,3862,2,2443,3.74411869049072,11.6607122421265
3,1,1,1,15,4030,4027,2,2437,3.73492312431335,11.2900142669678
3,1,1,1,16,3967,3964,3,2440,3.73952102661133,12.2273874282837
3,1,1,1,17,4168,4165,2,2444,3.74565124511719,11.8209371566772
3,1,1,1,18,4475,4472,3,2444,3.74565124511719,13.8113813400269
3,1,1,1,19,4421,4417,3,2446,3.74871635437012,10.1356840133667
3,1,1,1,20,4462,4458,3,2447,3.75024914741516,12.3921632766724
3,1,1,1,21,4641,4637,3,2450,3.75484681129456,11.4857950210571
3,1,1,1,22,4565,4561,3,2450,3.75484681129456,13.5767087936401
3,1,1,1,23,4900,4895,4,2453,3.75944447517395,12.2359600067139
3,1,1,1,24,5078,5074,4,2462,3.77323794364929,11.1457233428955
3,1,1,1,25,5563,5558,4,2458,3.76710748672485,11.2937345504761
3,1,1,1,26,5294,5289,4,2458,3.76710748672485,12.0464210510254
3,1,1,1,27,5728,5724,4,2462,3.77323794364929,11.5104122161865
3,1,1,1,28,6193,6189,4,2462,3.77323794364929,11.5977258682251
3,1,1,1,29,5548,5543,5,2471,3.78703117370605,12.3848867416382
3,1,1,1,30,5998,5993,5,2466,3.77936816215515,13.0555515289307
4,1,1,2,1,3511,3509,1,2461,3.77170538902283,9.79177093505859
4,1,1,2,2,4336,4335,0,2436,3.73339056968689,11.5878877639771
4,1,1,2,3,4821,4820,1,2438,3.73645567893982,10.8248014450073
4,1,1,2,4,4427,4426,1,2439,3.73798823356628,12.1709365844727
4,1,1,2,5,5417,5415,1,2444,3.74565124511719,9.72756862640381
4,1,1,2,6,5933,5929,3,2445,3.74718379974365,10.1821804046631
4,1,1,2,7,5634,5631,2,2451,3.75637936592102,10.0471782684326
4,1,1,2,8,5948,5945,2,2446,3.74871635437012,9.44562244415283
4,1,1,2,9,5878,5875,3,2453,3.75944447517395,10.1688566207886
4,1,1,2,10,6578,6574,3,2455,3.76250982284546,10.6505565643311
4,1,1,2,11,6111,6107,3,2455,3.76250982284546,10.3272371292114
4,1,1,2,12,6565,6557,7,2459,3.76864004135132,11.205228805542
4,1,1,2,13,6602,6598,4,2461,3.77170538902283,13.6222677230835
4,1,1,2,14,7284,7279,4,2462,3.77323794364929,11.1502895355225
4,1,1,2,15,7665,7660,4,2462,3.77323794364929,10.5185012817383
4,1,1,2,16,7680,7675,5,2477,3.79622673988342,13.7256917953491
4,1,1,2,17,7995,7990,5,2462,3.77323794364929,10.1757612228394
4,1,1,2,18,8318,8312,5,2462,3.77323794364929,9.940673828125
4,1,1,2,19,7810,7804,6,2464,3.77630305290222,8.84914207458496
4,1,1,2,20,10455,10448,6,2468,3.78243350982666,10.1719007492065
4,1,1,2,21,9155,9148,6,2479,3.79929184913635,8.87600803375244
4,1,1,2,22,9281,9274,7,2480,3.8008246421814,10.4987897872925
4,1,1,2,23,9764,9756,7,2475,3.79316163063049,9.73333930969238
4,1,1,2,24,9213,9205,7,2478,3.79775929450989,14.7111845016479
4,1,1,2,25,9481,9473,8,2483,3.80542230606079,11.2565336227417
4,1,1,2,26,10069,10060,8,2484,3.80695486068726,9.14371490478516
4,1,1,2,27,9750,9742,8,2488,3.81308531761169,12.6124887466431
4,1,1,2,28,11076,11066,9,2488,3.81308531761169,13.2093343734741
4,1,1,2,29,10491,10481,9,2500,3.83147644996643,9.76263523101807
4,1,1,2,30,10806,10796,9,2498,3.82841110229492,11.866605758667
5,1,1,3,1,4862,4860,1,2432,3.72726011276245,13.4133625030518
5,1,1,3,2,6561,6560,1,2424,3.71499943733215,13.1958808898926
5,1,1,3,3,6700,6699,1,2427,3.71959733963013,6.56004190444946
5,1,1,3,4,6929,6927,2,2430,3.72419500350952,11.313159942627
5,1,1,3,5,7432,7429,2,2429,3.72266244888306,11.6849718093872
5,1,1,3,6,7149,7142,6,2431,3.72572755813599,13.4587440490723
5,1,1,3,7,7501,7498,3,2435,3.73185801506042,12.3360567092896
5,1,1,3,8,7623,7615,7,2439,3.73798823356628,12.7453241348267
5,1,1,3,9,7889,7884,4,2447,3.75024914741516,12.7558994293213
5,1,1,3,10,8350,8345,5,2444,3.74565124511719,11.0804042816162
5,1,1,3,11,9033,9027,5,2447,3.75024914741516,15.3897314071655
5,1,1,3,12,9406,9400,6,2445,3.74718379974365,14.7173357009888
5,1,1,3,13,9344,9337,6,2446,3.74871635437012,11.5940446853638
5,1,1,3,14,9905,9898,6,2451,3.75637936592102,12.4309167861938
5,1,1,3,15,10417,10408,8,2458,3.76710748672485,12.4779586791992
5,1,1,3,16,10341,10333,7,2456,3.76404237747192,12.4309339523315
5,1,1,3,17,10908,10899,8,2457,3.76557493209839,11.7394123077393
5,1,1,3,18,11604,11595,9,2461,3.77170538902283,13.0046520233154
5,1,1,3,19,11966,11956,9,2467,3.7809009552002,12.3365621566772
5,1,1,3,20,11996,11986,9,2468,3.78243350982666,11.6659173965454
5,1,1,3,21,12087,12077,10,2466,3.77936816215515,10.6237010955811
5,1,1,3,22,12428,12416,11,2468,3.78243350982666,11.3063764572144
5,1,1,3,23,12414,12402,11,2483,3.80542230606079,10.685435295105
5,1,1,3,24,13110,13098,11,2474,3.79162907600403,13.3260192871094
5,1,1,3,25,13812,13800,12,2498,3.82841110229492,10.6642656326294
5,1,1,3,26,15917,15905,12,2506,3.84067177772522,11.728325843811
5,1,1,3,27,16966,16953,13,2525,3.86979103088379,11.277642250061
5,1,1,3,28,15428,15414,13,2514,3.8529326915741,12.8733425140381
5,1,1,3,29,15792,15777,14,2518,3.85906291007996,12.0490570068359
5,1,1,3,30,15652,15637,14,2552,3.91117095947266,15.2175159454346
6,1,1,4,1,6899,6897,1,2450,3.75484681129456,10.734245300293
6,1,1,4,2,7186,7185,1,2449,3.75331425666809,12.4555187225342
6,1,1,4,3,7320,7318,2,2453,3.75944447517395,9.81274509429932
6,1,1,4,4,8149,8147,2,2458,3.76710748672485,12.0198745727539
6,1,1,4,5,8901,8898,3,2458,3.76710748672485,12.3363342285156
6,1,1,4,6,8958,8954,4,2459,3.76864004135132,10.9079313278198
6,1,1,4,7,9315,9310,4,2462,3.77323794364929,13.9885063171387
6,1,1,4,8,9297,9291,5,2468,3.78243350982666,10.914436340332
6,1,1,4,9,10277,10271,5,2471,3.78703117370605,10.5896997451782
6,1,1,4,10,11463,11456,6,2476,3.79469418525696,14.2421083450317
6,1,1,4,11,10473,10465,7,2481,3.80235719680786,10.5397243499756
6,1,1,4,12,11983,11975,7,2478,3.79775929450989,12.0308017730713
6,1,1,4,13,11920,11912,8,2479,3.79929184913635,12.6370801925659
6,1,1,4,14,12596,12587,9,2486,3.81001996994019,11.5319738388062
6,1,1,4,15,12559,12548,10,2489,3.81461787223816,10.5404825210571
6,1,1,4,16,13086,13076,10,2495,3.82381343841553,9.74909782409668
6,1,1,4,17,14358,14344,14,2498,3.82841110229492,11.0633611679077
6,1,1,4,18,14167,14155,11,2496,3.82534599304199,10.9233121871948
6,1,1,4,19,15024,15012,12,2504,3.83760666847229,11.296124458313
6,1,1,4,20,15319,15306,12,2511,3.84833478927612,12.3296632766724
6,1,1,4,21,16179,16164,14,2515,3.85446524620056,13.1567287445068
6,1,1,4,22,16747,16733,14,2522,3.86519336700439,11.4910230636597
6,1,1,4,23,16971,16955,15,2533,3.88205194473267,9.55785846710205
6,1,1,4,24,16766,16749,16,2526,3.87132358551025,11.0895481109619
6,1,1,4,25,18130,18112,18,2549,3.90657329559326,13.705584526062
6,1,1,4,26,18034,18017,17,2526,3.87132358551025,12.628321647644
6,1,1,4,27,19061,19043,18,2529,3.87592148780823,11.3618965148926
6,1,1,4,28,19333,19311,22,2562,3.92649698257446,11.8642349243164
6,1,1,4,29,20396,20377,18,2537,3.88818216323853,9.67033195495605
6,1,1,4,30,20532,20503,28,2548,3.9050407409668,14.8243741989136
6,1,1,4,1,6409,6408,1,2459,3.76864004135132,11.1127014160156
6,1,1,4,2,7264,7263,1,2460,3.77017283439636,11.711332321167
6,1,1,4,3,7892,7890,2,2464,3.77630305290222,12.8480749130249
6,1,1,4,4,7907,7900,6,2466,3.77936816215515,10.68359375
6,1,1,4,5,8673,8670,3,2468,3.78243350982666,9.58270454406738
6,1,1,4,6,9754,9750,4,2470,3.78549861907959,11.5430898666382
6,1,1,4,7,9443,9438,4,2472,3.78856372833252,11.4943704605103
6,1,1,4,8,9820,9815,5,2479,3.79929184913635,11.1426229476929
6,1,1,4,9,12871,12865,5,2480,3.8008246421814,10.3337821960449
6,1,1,4,10,13685,13679,6,2485,3.80848741531372,11.1900510787964
6,1,1,4,11,13462,13454,7,2487,3.81155276298523,11.7143840789795
6,1,1,4,12,11615,11607,7,2495,3.82381343841553,12.5976238250732
6,1,1,4,13,12174,12162,12,2494,3.82228088378906,11.0706281661987
6,1,1,4,14,12417,12408,8,2494,3.82228088378906,11.113974571228
6,1,1,4,15,12729,12719,10,2496,3.82534599304199,12.1221828460693
6,1,1,4,16,13711,13701,10,2501,3.8330090045929,10.8683605194092
6,1,1,4,17,13959,13948,11,2501,3.8330090045929,12.2624368667603
6,1,1,4,18,14136,14124,11,2513,3.85140013694763,14.434118270874
6,1,1,4,19,15037,15025,12,2515,3.85446524620056,11.456521987915
6,1,1,4,20,14650,14637,13,2522,3.86519336700439,13.3820562362671
6,1,1,4,21,15885,15871,14,2534,3.88358449935913,14.8639469146729
6,1,1,4,22,16579,16565,14,2538,3.88971471786499,11.2931432723999
6,1,1,4,23,16498,16483,15,2539,3.89124727249146,11.7267236709595
6,1,1,4,24,17106,17090,16,2526,3.87132358551025,10.6548643112183
6,1,1,4,25,17704,17687,16,2549,3.90657329559326,13.9337196350098
6,1,1,4,26,18121,18104,17,2557,3.91883397102356,11.6374740600586
6,1,1,4,27,18898,18880,18,2552,3.91117095947266,10.5179424285889
6,1,1,4,28,19094,19075,18,2562,3.92649698257446,10.5597696304321
6,1,1,4,29,19322,19302,19,2570,3.93875765800476,14.5205736160278
6,1,1,4,30,21231,21212,19,2559,3.92189908027649,11.8560247421265
7,1,2,4,1,7475,7474,1,2469,3.78396606445313,12.6660766601563
7,1,2,4,2,7502,7501,1,2467,3.7809009552002,13.3475666046143
7,1,2,4,3,8595,8592,2,2474,3.79162907600403,10.5638074874878
7,1,2,4,4,7663,7660,2,2473,3.79009628295898,10.7123212814331
7,1,2,4,5,7708,7704,3,2482,3.80388975143433,11.9036836624146
7,1,2,4,6,8851,8847,4,2479,3.79929184913635,10.3371629714966
7,1,2,4,7,9404,9399,4,2480,3.8008246421814,10.4861307144165
7,1,2,4,8,9867,9862,5,2484,3.80695486068726,13.7190656661987
7,1,2,4,9,10202,10196,5,2491,3.81768298149109,10.2521133422852
7,1,2,4,10,10426,10419,6,2488,3.81308531761169,11.290696144104
7,1,2,4,11,11153,11146,7,2493,3.8207483291626,11.1034135818481
7,1,2,4,12,12212,12204,7,2498,3.82841110229492,11.1206064224243
7,1,2,4,13,12182,12169,12,2501,3.8330090045929,13.8400688171387
7,1,2,4,14,12293,12280,12,2501,3.8330090045929,10.1312866210938
7,1,2,4,15,13346,13336,9,2510,3.84680223464966,11.0739860534668
7,1,2,4,16,13340,13329,10,2508,3.84373712539673,12.4709033966064
7,1,2,4,17,13621,13610,10,2517,3.85753035545349,11.4227819442749
7,1,2,4,18,14356,14343,12,2515,3.85446524620056,11.8053092956543
7,1,2,4,19,15106,15094,12,2523,3.86672592163086,10.0001382827759
7,1,2,4,20,14586,14573,13,2529,3.87592148780823,10.3841352462769
7,1,2,4,21,15968,15951,16,2536,3.88664960861206,11.3160486221313
7,1,2,4,22,16129,16115,14,2521,3.86366081237793,13.6686277389526
7,1,2,4,23,15877,15862,15,2544,3.89891028404236,10.6767139434814
7,1,2,4,24,15937,15921,16,2540,3.8927800655365,10.1485061645508
7,1,2,4,25,16357,16341,16,2551,3.90963840484619,11.0508937835693
7,1,2,4,26,17293,17276,17,2542,3.89584517478943,11.4322023391724
7,1,2,4,27,18172,18154,18,2552,3.91117095947266,10.2359476089478
7,1,2,4,28,19300,19282,18,2578,3.95101833343506,9.35086154937744
7,1,2,4,29,20332,20313,19,2574,3.9448881149292,11.851128578186
7,1,2,4,30,20780,20760,20,2556,3.91730141639709,12.884428024292
7,1,2,4,1,7551,7549,1,2476,3.79469418525696,12.4767255783081
7,1,2,4,2,7354,7352,1,2477,3.79622673988342,10.9136657714844
7,1,2,4,3,7604,7602,2,2482,3.80388975143433,12.7884206771851
7,1,2,4,4,8366,8363,2,2490,3.81615042686462,11.5268173217773
7,1,2,4,5,8456,8453,3,2484,3.80695486068726,11.0475387573242
7,1,2,4,6,9764,9760,3,2490,3.81615042686462,9.97899055480957
7,1,2,4,7,9452,9448,4,2495,3.82381343841553,12.2423448562622
7,1,2,4,8,10001,9993,8,2494,3.82228088378906,10.8903493881226
7,1,2,4,9,10276,10270,5,2499,3.82994365692139,11.2834606170654
7,1,2,4,10,11191,11184,6,2496,3.82534599304199,11.0705661773682
7,1,2,4,11,11059,11048,10,2502,3.83454155921936,12.6591949462891
7,1,2,4,12,12066,12058,7,2510,3.84680223464966,11.3854866027832
7,1,2,4,13,12637,12629,8,2507,3.84220457077026,10.5086240768433
7,1,2,4,14,12964,12954,9,2511,3.84833478927612,12.6743679046631
7,1,2,4,15,13538,13528,9,2512,3.84986734390259,10.5430297851563
7,1,2,4,16,13492,13477,14,2524,3.86825847625732,12.6792907714844
7,1,2,4,17,14366,14352,14,2526,3.87132358551025,10.8367185592651
7,1,2,4,18,14944,14932,11,2526,3.87132358551025,12.990364074707
7,1,2,4,19,15138,15125,12,2529,3.87592148780823,11.902458190918
7,1,2,4,20,15700,15687,13,2535,3.8851170539856,9.88869285583496
7,1,2,4,21,16065,16052,13,2541,3.89431262016296,10.6642742156982
7,1,2,4,22,16400,16378,22,2548,3.9050407409668,13.0199413299561
7,1,2,4,23,17075,17060,14,2563,3.92802953720093,12.7317905426025
7,1,2,4,24,17772,17756,16,2558,3.92036652565002,12.5015659332275
7,1,2,4,25,18418,18401,17,2552,3.91117095947266,12.000584602356
7,1,2,4,26,18216,18198,17,2549,3.90657329559326,9.79236125946045
7,1,2,4,27,18439,18420,18,2584,3.96021389961243,11.6894493103027
7,1,2,4,28,19277,19258,19,2583,3.95868134498596,13.0046339035034
7,1,2,4,29,19792,19773,18,2560,3.92343187332153,12.8189668655396
7,1,2,4,30,20857,20827,29,2571,3.94029021263123,10.4920673370361
9,1,3,5,1,9730,9728,2,2316,3.54947972297668,11.5277156829834
9,1,3,5,2,13004,13002,1,2321,3.55714273452759,10.5063695907593
9,1,3,5,3,13585,13583,2,2336,3.58013153076172,7.30744218826294
9,1,3,5,4,14038,14032,6,2336,3.58013153076172,11.2912130355835
9,1,3,5,5,12161,12153,7,2337,3.58166408538818,12.2010145187378
9,1,3,5,6,12354,12349,4,2337,3.58166408538818,11.1653785705566
9,1,3,5,7,12959,12954,5,2332,3.57400107383728,11.0838956832886
9,1,3,5,8,13642,13635,6,2334,3.57706642150879,12.0965280532837
9,1,3,5,9,14653,14646,7,2337,3.58166408538818,11.0380706787109
9,1,3,5,10,14662,14651,11,2345,3.59392476081848,12.4619379043579
9,1,3,5,11,15303,15295,8,2347,3.59699010848999,11.3005218505859
9,1,3,5,12,15577,15567,9,2354,3.60771822929382,12.8062620162964
9,1,3,5,13,15932,15922,10,2357,3.61231589317322,11.6110515594482
9,1,3,5,14,16627,16616,11,2363,3.62151145935059,9.15595245361328
9,1,3,5,15,17857,17842,15,2365,3.62457656860352,10.5396595001221
9,1,3,5,16,17884,17872,12,2367,3.62764191627502,12.7340974807739
9,1,3,5,17,19053,19040,13,2376,3.64143514633179,11.62180519104
9,1,3,5,18,18467,18452,14,2378,3.64450025558472,10.5086612701416
9,1,3,5,19,20355,20340,15,2394,3.66902184486389,11.2176790237427
9,1,3,5,20,20182,20165,16,2404,3.68434762954712,13.7056694030762
9,1,3,5,21,20547,20530,17,2407,3.68894553184509,12.0435752868652
