Number of DTs,Number of Campuses,Number of Precincts,Number of Buildings,Number of Data Points,Total Time Taken,DT Response Time Taken,Visualisation Time Taken,Unity RAM Usage (MB),DTs RAM Usage (MB),Services RAM Usage (MB),Total RAM Usage (MB),Unity RAM Usage (%),DTs RAM Usage (%),Services RAM Usage (%),Total RAM Usage (%),DTs CPU Usage (%),Services CPU Usage (%),Unity CPU Usage (%),Total CPU Usage (%)
4,1,1,2,24,143,102,40,2773,42.36328125,79.5625,2894.92578125,4.24987363815308,0.0649255663156509,0.121936731040478,4.43673610687256,0,0,15.2457323074341,15.2457323074341
4,1,1,2,25,126,100,25,2773,42.42578125,80.44921875,2895.875,4.24987363815308,0.065021350979805,0.123295709490776,4.43819046020508,0,0,11.376072883606,11.376072883606
4,1,1,2,26,141,114,26,2773,42.421875,80.4453125,2895.8671875,4.24987363815308,0.0650153607130051,0.123289726674557,4.43817853927612,0,0,14.8655977249146,14.8655977249146
4,1,1,2,27,139,112,27,2773,42.4921875,80.54296875,2896.03515625,4.24987363815308,0.065123125910759,0.123439393937588,4.43843603134155,0,0,17.119758605957,17.119758605957
4,1,1,2,28,134,106,27,2773,42.46484375,80.5859375,2896.05078125,4.24987363815308,0.0650812163949013,0.123505242168903,4.43845987319946,0,0,14.8427295684814,14.8427295684814
4,1,1,2,29,155,126,28,2773,42.421875,80.578125,2896,4.24987363815308,0.0650153607130051,0.123493269085884,4.43838214874268,0,0,12.5802602767944,12.5802602767944
4,1,1,2,30,158,114,44,2773,42.828125,80.578125,2896.40625,4.24987363815308,0.0656379759311676,0.123493269085884,4.43900489807129,0,0,15.8973932266235,15.8973932266235
5,1,1,3,1,78,55,23,2963,34.71484375,101.94140625,3099.65625,4.54106569290161,0.0532036423683167,0.156234428286552,4.75050354003906,0.384297519922256,0,13.454701423645,13.8389987945557
5,1,1,3,2,47,44,2,2979,38.6796875,99.0703125,3116.75,4.56558704376221,0.0592801235616207,0.151834219694138,4.7767014503479,0.189101457595825,0,13.4542684555054,13.6433696746826
5,1,1,3,3,41,37,3,2971,41.26953125,99.08984375,3111.359375,4.55332660675049,0.0632492899894714,0.151864156126976,4.76844024658203,0.19148276746273,0,14.7692975997925,14.9607801437378
5,1,1,3,4,53,48,4,2825,41.3671875,96.109375,2962.4765625,4.32956838607788,0.0633989572525024,0.147296324372292,4.54026365280151,0,0,13.06578540802,13.06578540802
5,1,1,3,5,53,47,6,2797,42.1171875,92.0625,2931.1796875,4.28665590286255,0.0645484030246735,0.141094118356705,4.49229860305786,0,0,14.5686731338501,14.5686731338501
5,1,1,3,6,56,49,6,2784,41.8046875,88.75,2914.5546875,4.26673221588135,0.064069464802742,0.13601741194725,4.46681928634644,0,0,13.6931257247925,13.6931257247925
5,1,1,3,7,58,49,8,2785,41.9140625,88.75,2915.6640625,4.26826477050781,0.0642370954155922,0.13601741194725,4.46851921081543,0,0,13.3502635955811,13.3502635955811
5,1,1,3,8,56,47,9,2760,41.56640625,88.75,2890.31640625,4.22994995117188,0.0637042820453644,0.13601741194725,4.42967176437378,0,0,13.1578254699707,13.1578254699707
5,1,1,3,9,62,51,11,2760,41.578125,88.60546875,2890.18359375,4.22994995117188,0.063722237944603,0.135795906186104,4.42946815490723,0,0,12.9515867233276,12.9515867233276
5,1,1,3,10,73,62,11,2760,41.51953125,88.42578125,2889.9453125,4.22994995117188,0.0636324435472488,0.13552051782608,4.42910289764404,0,0,14.2414379119873,14.2414379119873
5,1,1,3,11,77,60,17,2761,41.53515625,86.546875,2889.08203125,4.23148250579834,0.0636563897132874,0.132640928030014,4.42777967453003,0,0,14.7841825485229,14.7841825485229
5,1,1,3,12,77,63,14,2762,41.9375,86.56640625,2890.50390625,4.2330150604248,0.06427301466465,0.132670849561691,4.42995882034302,0,0,14.1746091842651,14.1746091842651
5,1,1,3,13,77,62,15,2764,42.30859375,86.55078125,2892.859375,4.23608016967773,0.0648417472839355,0.132646903395653,4.43356895446777,0,0,13.9181137084961,13.9181137084961
5,1,1,3,14,90,73,16,2764,42.4296875,86.41015625,2892.83984375,4.23608016967773,0.0650273412466049,0.132431387901306,4.43353891372681,0,0,11.227840423584,11.227840423584
5,1,1,3,15,97,75,21,2765,42.92578125,85.21484375,2893.140625,4.2376127243042,0.0657876431941986,0.130599468946457,4.43400001525879,0,0,13.2934064865112,13.2934064865112
5,1,1,3,16,93,73,19,2768,42.9296875,85.2109375,2896.140625,4.24221038818359,0.0657936334609985,0.130593478679657,4.43859767913818,0,0,13.8629894256592,13.8629894256592
5,1,1,3,17,104,85,19,2768,42.9453125,85.19921875,2896.14453125,4.24221038818359,0.065817579627037,0.130575522780418,4.43860340118408,0,0,12.1492948532104,12.1492948532104
5,1,1,3,18,111,90,20,2768,42.9453125,85.21484375,2896.16015625,4.24221038818359,0.065817579627037,0.130599468946457,4.43862724304199,0,0,15.4569845199585,15.4569845199585
5,1,1,3,19,113,91,22,2768,42.62890625,84.63671875,2895.265625,4.24221038818359,0.0653326585888863,0.12971343100071,4.43725633621216,0,0,13.219970703125,13.219970703125
5,1,1,3,20,115,85,29,2768,42.62109375,84.60546875,2895.2265625,4.24221038818359,0.065320685505867,0.129665538668633,4.43719673156738,0.391680508852005,0,15.9862909317017,16.3779716491699
5,1,1,3,21,127,99,27,2771,42.65625,84.7890625,2898.4453125,4.24680852890015,0.065374568104744,0.129946917295456,4.44213008880615,0,0,12.6588563919067,12.6588563919067
5,1,1,3,22,134,106,27,2773,42.67578125,84.79296875,2900.46875,4.24987363815308,0.0654044970870018,0.129952907562256,4.44523096084595,0,0,13.2580308914185,13.2580308914185
5,1,1,3,23,145,117,27,2773,42.6796875,83.34375,2899.0234375,4.24987363815308,0.0654104873538017,0.127731844782829,4.44301605224609,0,0,14.6625757217407,14.6625757217407
5,1,1,3,24,147,118,29,2773,42.6796875,83.328125,2899.0078125,4.24987363815308,0.0654104873538017,0.127707898616791,4.44299221038818,0,0.190215229988098,13.2878589630127,13.4780740737915
5,1,1,3,25,172,140,31,2774,42.67578125,83.78515625,2900.4609375,4.25140619277954,0.0654044970870018,0.128408342599869,4.44521903991699,0,0,13.2443380355835,13.2443380355835
5,1,1,3,26,174,142,32,2774,42.67578125,83.890625,2900.56640625,4.25140619277954,0.0654044970870018,0.128569975495338,4.44538068771362,0,0.190742760896683,14.1795949935913,14.3703374862671
5,1,1,3,27,170,136,34,2775,42.65625,83.8828125,2901.5390625,4.25293874740601,0.065374568104744,0.1285580098629,4.44687128067017,0,0,13.7348623275757,13.7348623275757
5,1,1,3,28,191,139,51,2783,42.66015625,83.984375,2909.64453125,4.26519966125488,0.0653805509209633,0.12871365249157,4.45929384231567,0,0,15.4150009155273,15.4150009155273
5,1,1,3,29,190,148,42,2783,42.66015625,83.984375,2909.64453125,4.26519966125488,0.0653805509209633,0.12871365249157,4.45929384231567,0,0,13.1268472671509,13.1268472671509
5,1,1,3,30,202,160,41,2783,43.1015625,83.984375,2910.0859375,4.26519966125488,0.0660570487380028,0.12871365249157,4.45997047424316,0,0,13.9120664596558,13.9120664596558
6,1,1,4,1,80,56,24,2952,34.88671875,104.50390625,3091.390625,4.52420711517334,0.0534670539200306,0.160161703824997,4.73783588409424,0.385173797607422,0,10.605619430542,10.9907932281494
6,1,1,4,2,39,36,2,2917,38.87890625,104.51171875,3060.390625,4.47056674957275,0.0595854446291924,0.160173669457436,4.69032573699951,0.388719290494919,0,11.8041868209839,12.1929063796997
6,1,1,4,3,43,38,4,2918,41.37890625,99.27734375,3058.65625,4.47209930419922,0.0634169206023216,0.152151525020599,4.68766784667969,0,0,15.6882581710815,15.6882581710815
6,1,1,4,4,53,48,5,2756,41.41796875,96.1171875,2893.53515625,4.22381973266602,0.0634767860174179,0.14730829000473,4.43460464477539,0,0,11.3664102554321,11.3664102554321
6,1,1,4,5,56,46,10,2757,42.1796875,93.19140625,2892.37109375,4.22535228729248,0.0646441876888275,0.1428242623806,4.43282079696655,0,0,12.0737466812134,12.0737466812134
6,1,1,4,6,56,47,8,2757,41.8046875,92.1171875,2890.921875,4.22535228729248,0.064069464802742,0.141177922487259,4.43059968948364,0.194597974419594,0,14.6097822189331,14.8043804168701
6,1,1,4,7,62,51,10,2757,41.6484375,91.625,2890.2734375,4.22535228729248,0.0638300031423569,0.140423610806465,4.42960596084595,0,0,12.5893936157227,12.5893936157227
6,1,1,4,8,79,63,16,2759,41.6640625,91.3828125,2892.046875,4.22841739654541,0.0638539493083954,0.140052437782288,4.43232393264771,0,0,13.6653985977173,13.6653985977173
6,1,1,4,9,77,64,13,2759,41.67578125,91.296875,2891.97265625,4.22841739654541,0.063871905207634,0.139920726418495,4.43220996856689,0,0,11.8840579986572,11.8840579986572
6,1,1,4,10,75,61,14,2759,42.01171875,91.26171875,2892.2734375,4.22841739654541,0.0643867626786232,0.139866843819618,4.43267107009888,0,0,12.4388456344604,12.4388456344604
6,1,1,4,11,84,68,15,2760,41.99609375,91.03515625,2893.03125,4.22994995117188,0.0643628165125847,0.139519616961479,4.4338321685791,0,0,13.3380842208862,13.3380842208862
6,1,1,4,12,93,74,19,2761,42.15234375,90.73046875,2893.8828125,4.23148250579834,0.0646022856235504,0.139052659273148,4.4351372718811,0,0,12.8575782775879,12.8575782775879
6,1,1,4,13,92,74,18,2763,42.34765625,90.71875,2896.06640625,4.23454761505127,0.0649016201496124,0.139034703373909,4.43848371505737,0,0,14.6907138824463,14.6907138824463
6,1,1,4,14,98,78,20,2765,42.46875,90.33984375,2897.80859375,4.2376127243042,0.0650872066617012,0.138453990221024,4.44115400314331,0,0,14.7385206222534,14.7385206222534
6,1,1,4,15,105,84,21,2766,42.546875,90.3359375,2898.8828125,4.23914527893066,0.0652069374918938,0.138447999954224,4.44280004501343,0,0.191104456782341,13.5743913650513,13.7654962539673
6,1,1,4,16,121,89,31,2769,42.546875,90.55078125,2902.09765625,4.24374341964722,0.0652069374918938,0.138777270913124,4.4477276802063,0,0,15.0164709091187,15.0164709091187
6,1,1,4,17,114,90,23,2769,42.6484375,90.2421875,2901.890625,4.24374341964722,0.0653625950217247,0.138304322957993,4.44741010665894,0,0,12.4541988372803,12.4541988372803
6,1,1,4,18,122,98,24,2769,42.6484375,90.140625,2901.7890625,4.24374341964722,0.0653625950217247,0.138148665428162,4.44725465774536,0,0,15.5877590179443,15.5877590179443
6,1,1,4,19,134,107,26,2769,42.671875,90.15625,2901.828125,4.24374341964722,0.0653985142707825,0.1381726115942,4.44731473922729,0,0,13.4467782974243,13.4467782974243
6,1,1,4,20,154,122,31,2771,42.63671875,90.15234375,2903.7890625,4.24680852890015,0.0653446316719055,0.138166636228561,4.45031976699829,0,0,14.2613525390625,14.2613525390625
6,1,1,4,21,158,126,32,2773,42.63671875,90.109375,2905.74609375,4.24987363815308,0.0653446316719055,0.138100773096085,4.45331907272339,0,0,15.1428108215332,15.1428108215332
6,1,1,4,22,190,140,50,2774,42.65625,90.05859375,2906.71484375,4.25140619277954,0.065374568104744,0.138022944331169,4.45480346679688,0,0,12.6596536636353,12.6596536636353
6,1,1,4,23,183,141,42,2774,42.65625,89.6484375,2906.3046875,4.25140619277954,0.065374568104744,0.137394353747368,4.45417499542236,0,0,11.5518054962158,11.5518054962158
6,1,1,4,24,190,147,43,2774,42.2265625,89.63671875,2905.86328125,4.25140619277954,0.0647160336375237,0.137376382946968,4.45349884033203,0,0,14.1987295150757,14.1987295150757
6,1,1,4,25,192,151,40,2774,42.3046875,90.171875,2906.4765625,4.25140619277954,0.0648357644677162,0.138196557760239,4.45443868637085,0,0,14.0056352615356,14.0056352615356
6,1,1,4,26,248,208,39,2781,42.66015625,90.1875,2913.84765625,4.26213407516479,0.0653805509209633,0.138220503926277,4.46573495864868,0,0,13.876482963562,13.876482963562
6,1,1,4,27,244,200,43,2781,42.6796875,90.1953125,2913.875,4.26213407516479,0.0654104873538017,0.138232484459877,4.4657769203186,0,0,14.112943649292,14.112943649292
6,1,1,4,28,232,186,46,2781,42.68359375,90.32421875,2914.0078125,4.26213407516479,0.0654164701700211,0.138430044054985,4.46598052978516,0,0,18.9378128051758,18.9378128051758
6,1,1,4,29,234,186,48,2781,42.68359375,89.88671875,2913.5703125,4.26213407516479,0.0654164701700211,0.137759536504745,4.46531009674072,0,0,13.017427444458,13.017427444458
6,1,1,4,30,251,204,47,2781,43.1875,89.875,2914.0625,4.26213407516479,0.0661887526512146,0.137741580605507,4.466064453125,0,0,14.2932605743408,14.2932605743408
