 node_name1, node_name2, node_name3, node_name4, node_name5, node_name6, node_name7, meter_id, description, make, manufacturer, type, Serial Number, model, yard_number, Building_No, Floor, Room_No, Meter_Description, Latitude, Longitude
 Lettere - Computer Room (3rd Floor), -, -, -, -, -, -,1000,, FootfallCam, FootfallCam, People Counting, 15F010234294|0000000091a8ebb0, FootfallCam 3D Max, -, -,3,314, Lettere - Computer Room (3rd Floor), -33.93222832, 18.86170926
